antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.03817293649594601,0.03474845142770811,0.02286347383794128,0.5989445910290239,17.236583687048302,1.0,0.021537023408258915,2.4067785322953865,0.9793692637458474,0.4567404426559356,0.5845068473972623,0.6284578027608887
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.03474845142770811,0.03817293649594601,0.02286347383794128,0.6579710144927536,17.2365836870483,1.0,0.021537023408258915,2.8121214992279544,0.9758946923504951,0.4567404426559356,0.6443965880298764,0.6284578027608887
frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),0.03157576673213476,0.03736717530341945,0.023064914136072923,0.7304625199362043,19.548240240395156,1.0,0.021885016925253364,3.5714247401464867,0.9797818637636336,0.5027442371020857,0.7199996996271624,0.6738565968953258
frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),0.03736717530341945,0.03157576673213476,0.023064914136072923,0.6172506738544474,19.548240240395156,1.0,0.021885016925253364,2.5301788066364646,0.9856764446860933,0.5027442371020857,0.6047710156384691,0.6738565968953258
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.03082036561414111,0.024827516744724783,0.020345470111295765,0.6601307189542484,26.588672791631865,1.0,0.019580276967932138,2.8692574988087904,0.9929944514326726,0.5763195435092725,0.6514777776427654,0.7398016677935542
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.024827516744724783,0.03082036561414111,0.020345470111295765,0.8194726166328601,26.58867279163187,1.0,0.019580276967932138,5.36860179496886,0.9868920790033973,0.5763195435092725,0.8137317614174436,0.7398016677935542
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.03082036561414111,0.03414413053331319,0.023971395477665306,0.7777777777777778,22.779252704031467,1.0,0.022919060891051633,4.34635141260009,0.9865048435586238,0.5847665847665847,0.769921963258425,0.73992133726647
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.03414413053331319,0.03082036561414111,0.023971395477665306,0.7020648967551623,22.779252704031467,1.0,0.022919060891051633,3.252989069869368,0.9898996670465464,0.5847665847665847,0.6925904211414526,0.73992133726647
frozenset({'HEART OF WICKER SMALL'}),frozenset({'HEART OF WICKER LARGE'}),0.04673414916654077,0.03983481895553206,0.020043309664098303,0.42887931034482757,10.766443066393476,1.0,0.018181663293008323,1.6811948830363515,0.9515905907051238,0.30128690386071155,0.4051849609523362,0.4660199333013645
frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.03983481895553206,0.04673414916654077,0.020043309664098303,0.5031605562579013,10.766443066393476,1.0,0.018181663293008323,1.918659765926886,0.9447528737783115,0.30128690386071155,0.4788028509489749,0.4660199333013645
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04089238052072317,0.07287102784912122,0.025482197713652618,0.623152709359606,8.551446682621766,1.0,0.022502327913910138,2.4602245927663846,0.9207107775738137,0.28864803194523675,0.5935330445276314,0.48642086055402556
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.07287102784912122,0.04089238052072317,0.025482197713652618,0.3496890117484451,8.551446682621766,1.0,0.022502327913910138,1.47484455407706,0.9524680477399935,0.28864803194523675,0.3219624419159293,0.48642086055402556
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03625925366369542,0.07287102784912122,0.020546910409427407,0.5666666666666667,7.776295784381478,1.0,0.017904661325911907,2.1395283972712584,0.9041892976033492,0.23194997157475838,0.532607278652906,0.42431467403824
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.07287102784912122,0.03625925366369542,0.020546910409427407,0.2819626814098134,7.776295784381478,1.0,0.017904661325911907,1.3421875456675965,0.9398951976227754,0.23194997157475838,0.2549476388542961,0.42431467403824
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.05015863423477867,0.04441758573802689,0.020244749962229944,0.40361445783132527,9.086816654372592,1.0,0.01801682452560433,1.602289704722096,0.9369464115718528,0.27235772357723576,0.3758931377684651,0.42969838537824767
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.04441758573802689,0.05015863423477867,0.020244749962229944,0.4557823129251701,9.086816654372592,1.0,0.01801682452560433,1.7453335095935945,0.9313173264114211,0.27235772357723576,0.4270436025531574,0.42969838537824767
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05015863423477867,0.04270534320390794,0.022259152943546356,0.4437751004016064,10.391559161172994,1.0,0.020117111253910847,1.7210568197994722,0.9514936732912199,0.31526390870185456,0.41896165861827017,0.482500757747973
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.04270534320390794,0.05015863423477867,0.022259152943546356,0.5212264150943396,10.391559161172994,1.0,0.020117111253910847,1.98390511864263,0.9440855474746541,0.31526390870185456,0.4959436363145274,0.482500757747973
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05015863423477867,0.05640328347685954,0.02437427607392859,0.4859437751004016,8.615522805507746,1.0,0.021545164408372255,1.835590487611422,0.9306084837267508,0.2965686274509804,0.4552161787996304,0.4590433161216294
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05640328347685954,0.05015863423477867,0.02437427607392859,0.43214285714285716,8.615522805507746,1.0,0.021545164408372255,1.6726766189576225,0.9367671778603964,0.2965686274509804,0.4021558090390602,0.4590433161216294
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04441758573802689,0.05640328347685954,0.02079871078209196,0.46825396825396826,8.30189200680272,1.0,0.018293413102352316,1.7745251683868015,0.9204287532658941,0.2599118942731278,0.4364689676906147,0.41850198412698414
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.05640328347685954,0.04441758573802689,0.02079871078209196,0.36875,8.301892006802722,1.0,0.018293413102352316,1.5137939235833238,0.9321201682884314,0.2599118942731278,0.33940810276679845,0.41850198412698414
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04270534320390794,0.05640328347685954,0.023719595105000754,0.5554245283018868,9.847379337938007,1.0,0.02131087352629416,2.1224668849114674,0.9385304022376707,0.3146292585170341,0.5288501285419527,0.48798012129380053
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05640328347685954,0.04270534320390794,0.023719595105000754,0.4205357142857143,9.847379337938007,1.0,0.02131087352629416,1.6520339223599738,0.952154796185936,0.3146292585170341,0.39468555308387754,0.48798012129380053
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0439643450672307,0.05640328347685954,0.020647630558493228,0.46964490263459335,8.326552528227786,1.0,0.01816789714079174,1.7791791220835889,0.9203655453115844,0.25900189513581806,0.43794304486391206,0.417858165603011
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05640328347685954,0.0439643450672307,0.020647630558493228,0.3660714285714286,8.326552528227786,1.0,0.01816789714079174,1.5081125824291572,0.9324982394297444,0.25900189513581806,0.3369195299801337,0.417858165603011
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04210102230951302,0.05640328347685954,0.020647630558493228,0.4904306220095694,8.695072197539304,1.0,0.018272994662504177,1.851753180782501,0.9238890007321818,0.2652005174644243,0.45997122598302925,0.42825102529049897
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.05640328347685954,0.04210102230951302,0.020647630558493228,0.3660714285714286,8.695072197539304,1.0,0.018272994662504177,1.5110519084695007,0.9378925485897865,0.2652005174644243,0.33820936633945947,0.42825102529049897
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.03409377045878028,0.04759027043360024,0.022007352570881804,0.6454948301329394,13.563588192539447,1.0,0.02038482081464736,2.6865891121518857,0.9589680325854306,0.36877637130801694,0.6277808186310162,0.553964346283401
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.04759027043360024,0.03409377045878028,0.022007352570881804,0.4624338624338624,13.563588192539447,1.0,0.02038482081464736,1.7968137537725446,0.9725574695954187,0.36877637130801694,0.4434592912590827,0.553964346283401
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.03233116785012842,0.09487838042000302,0.02155411190008561,0.6666666666666666,7.026539278131635,1.0,0.018486583057378155,2.7153648587399903,0.8863387978142077,0.2040038131553861,0.6317253658265176,0.4469214437367304
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),0.09487838042000302,0.03233116785012842,0.02155411190008561,0.22717622080679406,7.026539278131635,1.0,0.018486583057378155,1.2521209339082129,0.9475880487397764,0.2040038131553861,0.20135509844186886,0.4469214437367304
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.03948229843380168,0.0430075036511054,0.023064914136072923,0.5841836734693878,13.583296491898869,1.0,0.021366879042027165,2.3014788869249494,0.9644592357975574,0.388135593220339,0.5654967744083373,0.5602417196386752
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.0430075036511054,0.03948229843380168,0.023064914136072923,0.5362997658079626,13.583296491898869,1.0,0.021366879042027165,2.071419487721044,0.9680119457120883,0.388135593220339,0.5172392622895566,0.5602417196386752
